"","MG_A0","MG_A1","MG_A2","MG_A3","MG_B0","MG_B1","MG_B2","MG_B3","MG_C0","MG_C1","MG_C2","MG_C3","MG_Ct_qPCR_pos_zymo","MG_E0","MG_E1","MG_E2","MG_E3","MG_F0","MG_F1","MG_F2","MG_F3","MG_G0","MG_G1","MG_G2","MG_G3","MG_I0","MG_I1","MG_I2","MG_I3","MG_J0","MG_J1","MG_J2","MG_J3","MG_K0","MG_K1","MG_K2","MG_K3","MG_L0","MG_L1","MG_L2","MG_L3","MG_M0","MG_M1","MG_M2","MG_M3","MG_N0","MG_N1","MG_N2","MG_N3","MG_O0","MG_O1","MG_O2","MG_O3","MG_P0","MG_P1","MG_P2","MG_P3","MG_Q0","MG_Q1","MG_Q2","MG_Q3","MG_R0","MG_R1","MG_R2","MG_R3","MG_S0","MG_S1","MG_S2","MG_S3","MG_T0","MG_T1","MG_T2","MG_T3"
"JG30-KF-CM45",0,32,0,0,9,0,47,24,0,0,0,45,0,0,48,0,16,5,0,0,0,0,0,0,0,13,0,117,98,8,0,28,0,21,0,144,0,29,0,37,0,35,0,0,62,0,0,0,0,0,0,96,283,0,0,8,0,0,0,0,45,0,0,0,0,0,0,0,7,9,0,10,35
"Kaistiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KD3-93",0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KF-JG30-B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kiloniellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kineosporiaceae",0,0,0,0,0,0,39,0,0,37,0,135,0,0,49,133,93,0,0,0,27,0,0,0,81,68,18,0,43,0,58,0,0,0,0,108,0,0,0,9,0,32,0,0,0,0,0,0,43,0,0,27,76,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,30,0,0,0,0
"Ktedonobacteraceae",65,0,0,47,0,81,33,0,19,54,0,197,0,141,42,55,394,86,0,0,138,0,37,48,0,42,40,143,47,22,4,71,0,0,46,122,24,124,0,0,0,35,39,0,48,110,0,104,74,2,224,810,861,39,0,172,141,24,58,67,39,0,23,12,38,22,0,0,20,93,17,113,148
"Labraceae",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae",0,28,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,0,82,33,0,0,0,0,44,0,64,0,0,0,0,45,56,0,58,0,20,13,95,9,0
"Lactobacillaceae",0,0,0,29,0,0,0,0,0,0,0,27,4989,0,0,27,0,0,0,0,18,0,0,0,0,70,0,0,35,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,30,0,0,20,78,0,27,0,0,0,48,0,0,0,32,0,47,0,0,34,42,0,0,0,0,0,0,0,0
"Leeiaceae",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Legionellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptotrichiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostocaceae",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"Limnochordaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Listeriaceae",0,0,0,7,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"LiUU-11-161",0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
"Longimicrobiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,12,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"LWQ8",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"Marinilabiliaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marinobacteraceae",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marinococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methanocellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Methylacidiphilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
"Methyloligellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"Methylomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylophilaceae",2584,182,198,0,250,83,37,0,180,78,14,68,9,1626,299,51,58,22,13,29,140,104,0,39,0,0,174,159,118,57,0,32,69,495,129,0,0,123,19,0,47,223,8,161,44,50,47,0,0,153,24,38,98,97,36,92,43,0,33,0,8,0,0,0,0,0,56,0,0,5,0,0,88
"Methylopilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micavibrionaceae",9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacteriaceae",150,104,132,69,223,87,126,1926,150,0,32,201,0,1648,155,206,298,432,65,95,493,1350,77,111,56,399,74,112,68,800,50,171,69,595,165,123,96,323,0,230,58,868,0,144,123,1502,0,46,75,1152,63,352,1180,874,58,47,189,110,62,186,156,63,0,0,58,1655,50,0,415,49,142,56,259
"Micrococcaceae",105,0,71,39,124,119,130,0,38,0,119,804,0,113,0,177,178,139,0,18,123,127,215,41,43,126,69,71,39,521,34,74,0,181,32,46,0,113,32,114,46,308,24,37,70,142,0,61,85,311,0,233,713,0,71,105,42,62,57,92,155,61,0,228,41,548,50,61,37,186,96,0,83
"Micrococcales_Incertae_Sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microcystaceae",0,69,208,79,0,117,99,0,70,239,109,133,0,0,104,166,202,0,0,101,121,0,160,231,133,0,146,0,171,0,59,147,126,0,193,121,202,0,135,133,148,127,125,46,179,0,181,148,68,0,132,0,0,0,143,0,72,110,79,73,0,0,106,0,39,0,0,45,0,0,27,0,0
"Micromonosporaceae",10,0,0,0,0,0,0,0,0,0,0,33,0,0,40,66,0,47,39,0,0,0,0,0,0,13,0,57,0,0,0,0,0,11,0,19,0,0,0,92,0,24,0,14,0,14,0,0,0,13,0,18,32,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,21,12,0,68,95
"Micropepsaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microscillaceae",0,51,151,84,0,0,0,0,0,164,70,0,0,0,0,0,0,0,114,0,31,0,66,78,35,0,58,25,0,0,80,0,0,0,162,54,0,0,198,0,60,0,37,17,15,0,172,40,0,0,32,0,0,0,0,0,0,0,0,21,0,0,0,0,34,0,0,0,0,0,15,0,0
"Microtrichaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,18
"Monoglobaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"Moraxellaceae",127,81,79,32,62,67,28,0,10,0,38,0,0,0,31,49,0,0,0,59,35,0,0,0,0,0,0,0,0,0,0,52,0,0,0,54,19,0,93,93,30,64,0,0,0,0,0,0,16,0,0,0,0,10,0,31,0,14,100,0,0,0,0,0,0,0,71,52,0,0,0,0,152
"Morganellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWH-UniP1_aquatic_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycobacteriaceae",0,0,72,0,28,0,16,73,0,0,0,80,0,111,0,88,205,0,0,62,0,23,0,0,0,74,14,111,82,80,0,18,42,0,0,37,29,75,0,18,0,42,0,29,21,0,0,0,0,0,81,105,145,38,0,27,0,0,51,34,36,0,0,0,0,24,0,0,44,13,0,0,13
"Myxococcaceae",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,8,0,0,63,22,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,39,0,0,0,13
"Nakamurellaceae",50,43,75,0,0,0,0,72,5,0,95,0,0,25,0,0,0,0,0,0,39,0,0,0,0,13,0,0,18,44,79,71,39,86,0,73,38,0,27,44,0,99,14,47,112,15,0,0,44,0,102,91,212,0,46,0,0,0,69,0,0,0,0,30,0,0,0,65,39,0,26,0,61
"Neisseriaceae",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,40,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitrosococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitrosomonadaceae",6,0,0,0,0,0,0,0,0,104,0,14,0,2,0,0,0,0,105,0,0,0,0,0,2,0,0,42,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Nitrososphaeraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,15
"Nitrospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardiaceae",0,0,0,0,34,17,0,0,15,31,31,123,0,127,0,143,132,44,0,43,47,0,0,0,0,24,0,124,26,68,0,80,0,93,29,47,0,55,16,34,0,184,0,32,0,23,42,0,0,28,0,130,118,7,0,40,0,41,0,18,208,0,20,20,0,27,0,0,13,0,60,26,119
"Nocardioidaceae",117,94,62,83,0,0,217,0,54,31,71,69,0,206,179,0,352,0,15,32,11,0,34,55,0,60,41,174,163,184,0,227,89,0,28,179,0,146,0,53,22,104,8,46,93,20,17,0,37,137,172,40,499,12,0,71,0,0,91,119,0,0,26,36,0,0,0,0,14,5,41,0,0
"Nostocaceae",0,0,14,4,0,0,20,0,0,0,0,52,9,0,0,8,37,10,46,17,32,0,0,24,43,0,26,21,4,0,0,25,8,0,0,38,0,6,18,0,0,0,0,11,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,17,0,0,0,0,0,0
"NS11-12_marine_group",0,39,102,57,0,17,0,0,10,136,114,31,0,0,124,0,55,0,0,0,0,0,29,146,0,0,26,0,16,0,0,0,12,0,118,65,17,0,76,0,53,0,0,0,0,0,49,32,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,13,0,0
"NS9_marine_group",0,7,0,0,0,0,46,11,3,66,30,52,0,0,24,0,18,0,24,0,0,0,0,0,0,9,13,0,0,0,0,0,78,0,42,0,24,0,15,0,18,0,0,0,5,0,10,0,0,0,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"Obscuribacteraceae",0,0,40,0,0,0,0,0,0,0,19,10,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,49,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0
"Omnitrophaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Opitutaceae",0,0,0,0,0,28,23,0,0,44,0,12,0,0,36,0,0,9,44,39,0,0,63,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,43,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Oscillatoriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillospiraceae",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxalobacteraceae",344,69,29,71,271,0,62,62,0,0,0,91,0,307,0,34,141,842,10,86,128,87,0,108,50,41,0,86,12,44,2,69,29,0,0,176,0,20,68,43,0,613,12,4,39,74,34,0,0,60,57,165,83,102,0,0,0,10,0,0,0,0,0,20,0,251,0,0,17,104,0,9,280
"Oxobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillaceae",54,53,0,15,23,37,23,11,0,0,445,63,0,27,10,14,0,48,42,90,0,0,38,138,0,87,0,0,84,0,0,24,0,17,0,56,38,44,50,18,0,37,0,7,23,23,0,0,147,0,26,12,86,0,0,148,43,48,0,18,0,0,11,0,37,0,0,13,0,2,0,0,5
"Paludibacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parachlamydiaceae",0,0,0,0,0,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,46,16,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parvibaculaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasteurellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,16,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pectobacteriaceae",0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedosphaeraceae",0,15,0,12,0,16,82,0,0,0,29,70,0,0,67,31,10,0,39,30,0,5,0,0,0,24,0,45,10,0,0,0,0,6,0,23,44,0,0,0,0,0,0,0,18,0,29,0,0,0,7,4,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcaceae",0,27,26,0,0,0,36,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,25,19,49,0,0,23,60,0,0,0,39,0,0,35,0,0,11,11,40,0,0,0,54,0,0,47,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,40,0,0,0,100
"Phaselicystidaceae",3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phormidiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phycisphaeraceae",0,0,0,0,0,0,46,0,0,0,0,0,0,0,60,78,0,0,49,0,39,0,0,0,0,0,0,0,22,0,0,0,0,0,0,49,57,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pirellulaceae",0,0,0,49,0,46,123,0,0,0,0,44,15,0,0,0,34,0,351,0,0,0,0,26,51,10,0,0,0,0,32,78,4,12,49,53,0,0,41,0,0,0,0,0,18,0,33,37,0,0,0,0,89,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,21
"Planococcaceae",8,16,0,0,9,0,35,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,70,89,0,0,0,0,0,0,18,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pleomorphomonadaceae",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polyangiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,36,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
